TradeNum,Date,EntryTime,ExitTime,Type,EntryPrice,InitialSL,FinalSL,HardTP,ExitPrice,RiskPerOz,LotOunces,RiskUSD,PnLUSD,RMultiple,Result,BELocked,RunningBalance
1397,2025-03-12,14:40,15:15,SHORT,2918.91,2923.43,2917.63,2912.13,2912.13,4.52,0.85,3.84,5.77,1.5,BREAKEVEN,YES,390.23
1398,2025-03-12,15:35,15:45,LONG,2911.19,2908.31,2911.49,2915.51,2915.51,2.88,1.35,3.9,5.85,1.5,BREAKEVEN,YES,396.08
1399,2025-03-12,16:35,16:50,SHORT,2917.42,2920.83,2920.83,2912.31,2920.83,3.41,1.16,3.96,-3.96,-1,BREAKEVEN,NO,392.12
1400,2025-03-13,08:20,08:20,SHORT,2938.35,2941.15,2936.14,2934.15,2941.15,2.8,1.4,3.92,-3.92,-1,BREAKEVEN,YES,388.2
1401,2025-03-13,11:45,12:15,SHORT,2947.51,2950.33,2945.51,2943.28,2943.28,2.82,1.38,3.88,5.82,1.5,BREAKEVEN,YES,394.02
1402,2025-03-13,14:05,14:25,SHORT,2947.4,2950.67,2945.43,2942.49,2942.49,3.27,1.2,3.94,5.91,1.5,BREAKEVEN,YES,399.93
1403,2025-03-13,14:55,15:00,LONG,2942.31,2939.54,2939.54,2946.47,2939.54,2.77,1.44,4,-4,-1,BREAKEVEN,NO,395.93
1404,2025-03-13,16:05,16:35,LONG,2953.24,2950.34,2953.71,2957.59,2957.59,2.9,1.37,3.96,5.94,1.5,BREAKEVEN,YES,401.87
1405,2025-03-14,08:20,08:45,LONG,2982.8,2979.75,2983.85,2987.38,2987.38,3.05,1.32,4.02,6.03,1.5,BREAKEVEN,YES,407.9
1406,2025-03-14,10:10,10:30,LONG,2989.79,2986.9,2990.09,2994.13,2990.09,2.89,1.41,4.08,0.42,0.1,BREAKEVEN,YES,408.32
1407,2025-03-14,12:05,12:15,LONG,2998.96,2996.58,3000.01,3002.53,3002.53,2.38,1.72,4.08,6.12,1.5,BREAKEVEN,YES,414.45
1408,2025-03-14,13:35,13:55,SHORT,2997.21,3000.59,2996.91,2992.14,2996.91,3.38,1.23,4.14,0.37,0.09,BREAKEVEN,YES,414.82
1409,2025-03-14,14:35,14:45,SHORT,2998.13,3001.12,2997.83,2993.65,2997.83,2.99,1.39,4.15,0.42,0.1,BREAKEVEN,YES,415.23
1410,2025-03-14,16:20,16:25,SHORT,2989.03,2993.32,2988.73,2982.6,2982.6,4.29,0.97,4.15,6.23,1.5,BREAKEVEN,YES,421.46
1411,2025-03-17,08:30,09:40,LONG,2990.05,2986.62,2986.62,2995.2,2986.62,3.43,1.23,4.21,-4.21,-1,BREAKEVEN,NO,417.25
1412,2025-03-17,09:20,09:40,LONG,2988.83,2986.61,2986.61,2992.16,2986.61,2.22,1.88,4.17,-4.17,-1,BREAKEVEN,NO,413.07
1413,2025-03-17,11:05,11:20,SHORT,2988.97,2991.52,2991.52,2985.14,2991.52,2.55,1.62,4.13,-4.13,-1,BREAKEVEN,NO,408.94
1414,2025-03-17,11:50,12:40,SHORT,2996.3,2998.34,2998.34,2993.24,2998.34,2.04,2,4.09,-4.09,-1,BREAKEVEN,NO,404.85
1415,2025-03-17,12:35,12:50,SHORT,2996.7,2998.92,2998.92,2993.37,2998.92,2.22,1.82,4.05,-4.05,-1,BREAKEVEN,NO,400.81
1416,2025-03-17,13:20,13:40,SHORT,3000.19,3002.62,2999.89,2996.55,2999.89,2.43,1.65,4.01,0.49,0.12,BREAKEVEN,YES,401.3
1417,2025-03-17,15:10,16:05,SHORT,2988.85,2992.17,2992.17,2983.87,2992.17,3.32,1.21,4.01,-4.01,-1,BREAKEVEN,NO,397.29
1418,2025-03-17,16:10,16:40,LONG,2993.24,2988.89,2997.39,2999.76,2999.76,4.35,0.91,3.97,5.96,1.5,BREAKEVEN,YES,403.25
1419,2025-03-18,08:25,08:45,LONG,3011.86,3009.2,3012.61,3015.85,3015.85,2.66,1.52,4.03,6.05,1.5,BREAKEVEN,YES,409.3
1420,2025-03-18,09:30,10:10,SHORT,3016.84,3019.69,3019.69,3012.57,3019.69,2.85,1.44,4.09,-4.09,-1,BREAKEVEN,NO,405.2
1421,2025-03-18,10:30,11:30,SHORT,3025.22,3028.59,3024.49,3020.16,3020.16,3.37,1.2,4.05,6.08,1.5,BREAKEVEN,YES,411.28
1422,2025-03-18,11:15,11:50,SHORT,3024.02,3026.99,3022.64,3019.57,3019.57,2.97,1.38,4.11,6.17,1.5,BREAKEVEN,YES,417.45
1423,2025-03-18,12:20,12:30,SHORT,3024.22,3026.6,3023.92,3020.65,3023.92,2.38,1.75,4.17,0.53,0.13,BREAKEVEN,YES,417.98
1424,2025-03-18,13:05,13:20,SHORT,3023.58,3026.15,3026.15,3019.72,3026.15,2.57,1.63,4.18,-4.18,-1,BREAKEVEN,NO,413.8
1425,2025-03-18,14:10,14:20,SHORT,3030.15,3032.67,3029.85,3026.37,3029.85,2.52,1.64,4.14,0.49,0.12,BREAKEVEN,YES,414.29
1426,2025-03-18,15:00,15:30,SHORT,3035.11,3038.08,3038.08,3030.66,3038.08,2.97,1.39,4.14,-4.14,-1,BREAKEVEN,NO,410.15
1427,2025-03-18,15:50,16:00,SHORT,3035.6,3039.15,3033.52,3030.27,3030.27,3.55,1.16,4.1,6.15,1.5,BREAKEVEN,YES,416.3
1428,2025-03-18,16:35,16:35,SHORT,3028.62,3032.33,3032.33,3023.05,3032.33,3.71,1.12,4.16,-4.16,-1,BREAKEVEN,NO,412.13
1429,2025-03-19,08:05,08:10,SHORT,3042.99,3046.24,3042.69,3038.11,3038.11,3.25,1.27,4.12,6.18,1.5,BREAKEVEN,YES,418.32
1430,2025-03-19,09:00,10:00,SHORT,3040.87,3044.4,3037.81,3035.57,3035.57,3.53,1.19,4.18,6.27,1.5,BREAKEVEN,YES,424.59
1431,2025-03-19,09:50,10:05,SHORT,3037.22,3039.63,3036.87,3033.6,3033.6,2.41,1.76,4.25,6.37,1.5,BREAKEVEN,YES,430.96
1432,2025-03-19,10:45,10:55,SHORT,3028.33,3030.59,3028.03,3024.94,3024.94,2.26,1.91,4.31,6.46,1.5,BREAKEVEN,YES,437.42
1433,2025-03-19,11:30,11:50,SHORT,3028.14,3030.47,3030.47,3024.64,3030.47,2.33,1.88,4.37,-4.37,-1,BREAKEVEN,NO,433.05
1434,2025-03-19,13:30,14:30,LONG,3039.35,3036.76,3036.76,3043.23,3036.76,2.59,1.67,4.33,-4.33,-1,BREAKEVEN,NO,428.72
1435,2025-03-19,14:15,14:30,LONG,3038.95,3036.79,3036.79,3042.19,3036.79,2.16,1.98,4.29,-4.29,-1,BREAKEVEN,NO,424.43
1436,2025-03-19,15:35,15:55,SHORT,3028.64,3032.49,3032.49,3022.86,3032.49,3.85,1.1,4.24,-4.24,-1,BREAKEVEN,NO,420.19
1437,2025-03-19,16:20,16:20,LONG,3029.05,3024.48,3024.48,3035.91,3024.48,4.57,0.92,4.2,-4.2,-1,BREAKEVEN,NO,415.99
1438,2025-03-20,08:15,08:20,LONG,3049.29,3047.14,3049.59,3052.52,3049.59,2.15,1.93,4.16,0.58,0.14,BREAKEVEN,YES,416.57
1439,2025-03-20,10:25,11:20,LONG,3040.12,3037.02,3042.6,3044.77,3044.77,3.1,1.34,4.17,6.25,1.5,BREAKEVEN,YES,422.82
1440,2025-03-20,12:30,12:45,LONG,3028.26,3024.02,3028.56,3034.62,3028.56,4.24,1,4.23,0.3,0.07,BREAKEVEN,YES,423.11
1441,2025-03-20,13:15,13:15,LONG,3032.74,3027.88,3033.04,3040.03,3027.88,4.86,0.87,4.23,-4.23,-1,BREAKEVEN,YES,418.88
1442,2025-03-20,14:05,14:40,LONG,3035.66,3031.89,3038.1,3041.31,3041.31,3.77,1.11,4.19,6.28,1.5,BREAKEVEN,YES,425.17
1443,2025-03-20,14:55,15:00,LONG,3040.89,3038.28,3038.28,3044.8,3038.28,2.61,1.63,4.25,-4.25,-1,BREAKEVEN,NO,420.92
1444,2025-03-20,16:05,16:45,LONG,3032.97,3029.13,3037.58,3038.73,3038.73,3.84,1.1,4.21,6.31,1.5,BREAKEVEN,YES,427.23
1445,2025-03-20,16:50,17:10,LONG,3038.18,3034.95,3038.48,3043.02,3038.48,3.23,1.32,4.27,0.4,0.09,BREAKEVEN,YES,427.63
1446,2025-03-21,08:20,08:40,LONG,3031.41,3029.34,3031.71,3034.51,3031.71,2.07,2.07,4.28,0.62,0.14,BREAKEVEN,YES,428.25
1447,2025-03-21,09:40,10:00,LONG,3031.26,3028.65,3031.56,3035.18,3031.56,2.61,1.64,4.28,0.49,0.11,BREAKEVEN,YES,428.74
1448,2025-03-21,11:15,11:15,LONG,3030,3027.63,3031.42,3033.55,3027.63,2.37,1.81,4.29,-4.29,-1,BREAKEVEN,YES,424.45
1449,2025-03-21,12:35,12:50,SHORT,3031.03,3033.31,3033.31,3027.61,3033.31,2.28,1.86,4.24,-4.24,-1,BREAKEVEN,NO,420.21
1450,2025-03-21,13:20,13:35,SHORT,3030.62,3033.04,3033.04,3026.99,3033.04,2.42,1.74,4.2,-4.2,-1,BREAKEVEN,NO,416
1451,2025-03-21,15:40,15:55,SHORT,3014.88,3020.67,3013.05,3006.2,3006.2,5.79,0.72,4.16,6.24,1.5,BREAKEVEN,YES,422.24
1452,2025-03-21,16:25,16:45,SHORT,3008.14,3011,3011,3003.85,3011,2.86,1.48,4.22,-4.22,-1,BREAKEVEN,NO,418.02
1453,2025-04-01,08:00,08:40,LONG,3143.69,3140.09,3145.98,3149.09,3145.98,3.6,1.16,4.18,2.66,0.64,BREAKEVEN,YES,420.68
1454,2025-04-01,09:25,09:50,SHORT,3136.27,3139.59,3134.96,3131.29,3134.96,3.32,1.27,4.21,1.66,0.39,BREAKEVEN,YES,422.34
1455,2025-04-01,10:20,10:30,LONG,3133.88,3130.23,3130.23,3139.36,3130.23,3.65,1.16,4.22,-4.22,-1,BREAKEVEN,NO,418.12
1456,2025-04-01,11:20,11:55,LONG,3132.63,3130.01,3130.01,3136.56,3130.01,2.62,1.6,4.18,-4.18,-1,BREAKEVEN,NO,413.94
1457,2025-04-01,12:05,13:10,LONG,3132.11,3129.04,3132.41,3136.72,3132.41,3.07,1.35,4.14,0.4,0.1,BREAKEVEN,YES,414.34
1458,2025-04-01,12:50,13:20,LONG,3132.4,3128.9,3134.32,3137.65,3137.65,3.5,1.18,4.14,6.22,1.5,BREAKEVEN,YES,420.56
1459,2025-04-01,13:35,14:20,LONG,3134.88,3130.41,3130.41,3141.59,3130.41,4.47,0.94,4.21,-4.21,-1,BREAKEVEN,NO,416.35
1460,2025-04-01,14:25,15:00,LONG,3130.78,3127.89,3127.89,3135.12,3127.89,2.89,1.44,4.16,-4.16,-1,BREAKEVEN,NO,412.19
1461,2025-04-01,15:15,15:20,LONG,3131.6,3129.34,3131.9,3134.99,3131.9,2.26,1.82,4.12,0.55,0.13,BREAKEVEN,YES,412.73
1462,2025-04-01,16:00,16:20,LONG,3134.78,3129.99,3129.99,3141.97,3129.99,4.79,0.86,4.13,-4.13,-1,BREAKEVEN,NO,408.61
1463,2025-04-01,16:50,17:10,LONG,3133.68,3129.49,3129.49,3139.97,3129.49,4.19,0.98,4.09,-4.09,-1,BREAKEVEN,NO,404.52
1464,2025-04-02,08:30,09:30,LONG,3113.07,3108.01,3114.72,3120.66,3114.72,5.06,0.8,4.05,1.32,0.33,BREAKEVEN,YES,405.84
1465,2025-04-02,09:50,10:00,SHORT,3117.44,3120.48,3117.14,3112.88,3117.14,3.04,1.33,4.06,0.4,0.1,BREAKEVEN,YES,406.24
1466,2025-04-02,11:25,11:30,SHORT,3128.56,3131.71,3131.71,3123.84,3131.71,3.15,1.29,4.06,-4.06,-1,BREAKEVEN,NO,402.18
1467,2025-04-02,12:15,13:25,LONG,3129.31,3126.64,3126.64,3133.32,3126.64,2.67,1.51,4.02,-4.02,-1,BREAKEVEN,NO,398.16
1468,2025-04-02,13:00,13:25,LONG,3129.99,3127.31,3127.31,3134.01,3127.31,2.68,1.49,3.98,-3.98,-1,BREAKEVEN,NO,394.17
1469,2025-04-02,14:05,14:25,SHORT,3118.91,3122.24,3122.24,3113.91,3122.24,3.33,1.18,3.94,-3.94,-1,BREAKEVEN,NO,390.23
1470,2025-04-02,14:50,14:55,LONG,3122.78,3120.18,3120.18,3126.68,3120.18,2.6,1.5,3.9,-3.9,-1,BREAKEVEN,NO,386.33
1471,2025-04-02,16:00,16:05,LONG,3122.61,3119.22,3122.91,3127.7,3122.91,3.39,1.14,3.86,0.34,0.09,BREAKEVEN,YES,386.67
1472,2025-04-03,08:05,08:10,LONG,3140.12,3137.03,3137.03,3144.75,3137.03,3.09,1.25,3.87,-3.87,-1,BREAKEVEN,NO,382.81
1473,2025-04-03,09:55,10:10,SHORT,3127.68,3131.84,3123.58,3121.44,3121.44,4.16,0.92,3.83,5.74,1.5,BREAKEVEN,YES,388.55
1474,2025-04-03,10:40,10:45,LONG,3122.35,3119.55,3122.65,3126.55,3122.65,2.8,1.39,3.89,0.42,0.11,BREAKEVEN,YES,388.96
1475,2025-04-03,11:40,12:20,SHORT,3128.49,3131.58,3128.19,3123.85,3128.19,3.09,1.26,3.89,0.38,0.1,BREAKEVEN,YES,389.34
1476,2025-04-03,13:00,13:05,LONG,3121.73,3118.23,3118.23,3126.98,3118.23,3.5,1.11,3.89,-3.89,-1,BREAKEVEN,NO,385.45
1477,2025-04-03,14:05,14:25,LONG,3097.41,3092.46,3092.46,3104.83,3092.46,4.95,0.78,3.85,-3.85,-1,BREAKEVEN,NO,381.59
1478,2025-04-03,15:00,15:10,LONG,3092.14,3088.95,3088.95,3096.93,3088.95,3.19,1.2,3.82,-3.82,-1,BREAKEVEN,NO,377.78
1479,2025-04-03,15:55,16:00,SHORT,3076.35,3081.72,3076.05,3068.3,3068.3,5.37,0.7,3.78,5.67,1.5,BREAKEVEN,YES,383.44
1480,2025-04-03,16:40,16:45,LONG,3086.65,3080.16,3086.95,3096.39,3086.95,6.49,0.59,3.83,0.18,0.05,BREAKEVEN,YES,383.62
1481,2025-04-04,08:35,09:05,LONG,3104.05,3100.14,3106.82,3109.92,3106.82,3.91,0.98,3.84,2.72,0.71,BREAKEVEN,YES,386.34
1482,2025-04-04,11:00,11:15,LONG,3091.05,3086.82,3086.82,3097.4,3086.82,4.23,0.91,3.86,-3.86,-1,BREAKEVEN,NO,382.48
1483,2025-04-04,11:50,12:00,LONG,3083.94,3080.09,3084.24,3089.72,3089.72,3.85,0.99,3.82,5.74,1.5,BREAKEVEN,YES,388.21
1484,2025-04-04,12:35,12:45,LONG,3091.44,3087.4,3087.4,3097.5,3087.4,4.04,0.96,3.88,-3.88,-1,BREAKEVEN,NO,384.33
1485,2025-04-04,13:40,14:05,SHORT,3111.19,3117.61,3117.61,3101.56,3117.61,6.42,0.6,3.84,-3.84,-1,BREAKEVEN,NO,380.49
1486,2025-04-04,14:25,14:30,SHORT,3127.34,3134.16,3127.04,3117.11,3127.04,6.82,0.56,3.8,0.17,0.04,BREAKEVEN,YES,380.65
1487,2025-04-04,16:40,16:50,SHORT,3074.82,3081,3072.93,3065.55,3065.55,6.18,0.62,3.81,5.71,1.5,BREAKEVEN,YES,386.36
1488,2025-05-01,08:05,08:20,SHORT,3227.15,3231.38,3231.38,3220.81,3231.38,4.23,0.91,3.86,-3.86,-1,BREAKEVEN,NO,382.5
1489,2025-05-01,08:50,09:00,SHORT,3237.14,3239.88,3239.88,3233.03,3239.88,2.74,1.4,3.83,-3.83,-1,BREAKEVEN,NO,378.68
1490,2025-05-01,09:40,10:00,SHORT,3237.4,3241.38,3237.1,3231.43,3231.43,3.98,0.95,3.79,5.68,1.5,BREAKEVEN,YES,384.36
1491,2025-05-01,10:40,10:50,LONG,3234.75,3229.64,3229.64,3242.41,3229.64,5.11,0.75,3.84,-3.84,-1,BREAKEVEN,NO,380.51
1492,2025-05-01,12:20,12:35,SHORT,3228.03,3231.26,3225.52,3223.19,3223.19,3.23,1.18,3.81,5.71,1.5,BREAKEVEN,YES,386.22
1493,2025-05-01,13:05,13:10,LONG,3217.77,3214.94,3214.94,3222.01,3214.94,2.83,1.36,3.86,-3.86,-1,BREAKEVEN,NO,382.36
1494,2025-05-01,13:50,14:00,LONG,3222.9,3220.49,3223.2,3226.52,3226.52,2.41,1.59,3.82,5.74,1.5,BREAKEVEN,YES,388.09
1495,2025-05-01,14:50,15:00,LONG,3205.32,3201.9,3205.62,3210.45,3205.62,3.42,1.13,3.88,0.34,0.09,BREAKEVEN,YES,388.43
1496,2025-05-01,15:35,16:00,LONG,3224.7,3218.77,3225,3233.59,3225,5.93,0.66,3.88,0.2,0.05,BREAKEVEN,YES,388.63
1497,2025-05-01,16:20,16:45,LONG,3225.89,3219.56,3226.19,3235.38,3226.19,6.33,0.61,3.89,0.18,0.05,BREAKEVEN,YES,388.81
1498,2025-05-02,08:00,08:00,LONG,3252.49,3248,3248,3259.22,3248,4.49,0.87,3.89,-3.89,-1,BREAKEVEN,NO,384.93
1499,2025-05-02,08:50,09:15,LONG,3251.85,3249.18,3252.99,3255.86,3255.86,2.67,1.44,3.85,5.77,1.5,BREAKEVEN,YES,390.7
1500,2025-05-02,10:05,10:30,LONG,3254.13,3250.21,3254.75,3260.01,3260.01,3.92,1,3.91,5.86,1.5,BREAKEVEN,YES,396.56
1501,2025-05-02,10:55,11:20,SHORT,3258.91,3262.43,3258.61,3253.63,3258.61,3.52,1.13,3.97,0.34,0.09,BREAKEVEN,YES,396.9
1502,2025-05-02,11:45,12:00,LONG,3260.4,3257.33,3257.33,3265.01,3257.33,3.07,1.29,3.97,-3.97,-1,BREAKEVEN,NO,392.93
1503,2025-05-02,12:50,13:10,SHORT,3265.55,3268.63,3263.17,3260.93,3260.93,3.08,1.28,3.93,5.89,1.5,BREAKEVEN,YES,398.82
1504,2025-05-02,14:05,14:15,LONG,3259.81,3257.37,3260.11,3263.47,3260.11,2.44,1.63,3.99,0.49,0.12,BREAKEVEN,YES,399.31
1505,2025-05-02,15:00,15:30,SHORT,3262.02,3265.37,3260.3,3256.99,3256.99,3.35,1.19,3.99,5.99,1.5,BREAKEVEN,YES,405.3
1506,2025-05-02,15:50,15:55,SHORT,3256.98,3261.76,3256.68,3249.81,3256.68,4.78,0.85,4.05,0.25,0.06,BREAKEVEN,YES,405.56
1507,2025-05-02,16:35,16:40,SHORT,3254.54,3260.23,3254.24,3246.01,3254.24,5.69,0.71,4.06,0.21,0.05,BREAKEVEN,YES,405.77
1508,2025-05-05,08:00,08:05,SHORT,3256.45,3259.5,3259.5,3251.87,3259.5,3.05,1.33,4.06,-4.06,-1,BREAKEVEN,NO,401.71
1509,2025-05-05,08:55,09:00,SHORT,3259.75,3262.51,3259.45,3255.61,3259.45,2.76,1.46,4.02,0.44,0.11,BREAKEVEN,YES,402.15
1510,2025-05-05,09:45,10:00,LONG,3263.27,3260.23,3260.23,3267.83,3260.23,3.04,1.32,4.02,-4.02,-1,BREAKEVEN,NO,398.13
1511,2025-05-05,11:30,11:40,LONG,3271.59,3268.54,3271.89,3276.17,3276.17,3.05,1.31,3.98,5.97,1.5,BREAKEVEN,YES,404.1
1512,2025-05-05,12:30,12:55,SHORT,3299.94,3306.58,3306.58,3289.98,3306.58,6.64,0.61,4.04,-4.04,-1,BREAKEVEN,NO,400.06
1513,2025-05-05,13:20,14:00,SHORT,3316.34,3320.17,3316.04,3310.6,3316.04,3.83,1.04,4,0.31,0.08,BREAKEVEN,YES,400.37
1514,2025-05-05,14:10,14:20,SHORT,3316.55,3319.41,3316.25,3312.26,3316.25,2.86,1.4,4,0.42,0.1,BREAKEVEN,YES,400.79
1515,2025-05-05,14:55,15:00,LONG,3312.92,3310.06,3313.22,3317.21,3313.22,2.86,1.4,4.01,0.42,0.1,BREAKEVEN,YES,401.21
1516,2025-05-05,15:50,16:00,LONG,3320.71,3317.2,3317.2,3325.98,3317.2,3.51,1.14,4.01,-4.01,-1,BREAKEVEN,NO,397.2
1517,2025-05-05,16:50,17:00,SHORT,3317.36,3321.21,3317.06,3311.59,3311.59,3.85,1.03,3.97,5.96,1.5,BREAKEVEN,YES,403.16
1518,2025-05-06,08:30,08:55,SHORT,3355.49,3361.37,3361.37,3346.67,3361.37,5.88,0.69,4.03,-4.03,-1,BREAKEVEN,NO,399.13
1519,2025-05-06,09:25,09:55,LONG,3363.24,3359.52,3363.54,3368.82,3363.54,3.72,1.07,3.99,0.32,0.08,BREAKEVEN,YES,399.45
1520,2025-05-06,10:10,10:20,SHORT,3367.89,3372.07,3372.07,3361.62,3372.07,4.18,0.96,3.99,-3.99,-1,BREAKEVEN,NO,395.46
1521,2025-05-06,11:00,11:15,LONG,3372.67,3367.24,3376.68,3380.82,3380.82,5.43,0.73,3.95,5.93,1.5,BREAKEVEN,YES,401.39
1522,2025-05-06,11:45,12:05,SHORT,3378.15,3380.64,3377.85,3374.42,3377.85,2.49,1.61,4.01,0.48,0.12,BREAKEVEN,YES,401.87
1523,2025-05-06,12:45,12:55,SHORT,3378.87,3381.47,3381.47,3374.97,3381.47,2.6,1.55,4.02,-4.02,-1,BREAKEVEN,NO,397.85
1524,2025-05-06,13:35,13:50,SHORT,3377.36,3381.04,3381.04,3371.84,3381.04,3.68,1.08,3.98,-3.98,-1,BREAKEVEN,NO,393.87
1525,2025-05-06,14:50,15:00,SHORT,3378.65,3382.07,3378.35,3373.52,3378.35,3.42,1.15,3.94,0.35,0.09,BREAKEVEN,YES,394.22
1526,2025-05-06,15:40,15:45,SHORT,3389.68,3393.77,3389.38,3383.54,3389.38,4.09,0.96,3.94,0.29,0.07,BREAKEVEN,YES,394.51
1527,2025-05-06,16:40,16:45,SHORT,3392.27,3397.36,3397.36,3384.63,3397.36,5.09,0.78,3.95,-3.95,-1,BREAKEVEN,NO,390.56
1528,2025-05-07,08:40,09:00,SHORT,3386.91,3389.76,3389.76,3382.63,3389.76,2.85,1.37,3.91,-3.91,-1,BREAKEVEN,NO,386.66
1529,2025-05-07,09:25,09:40,LONG,3390.71,3387.95,3387.95,3394.85,3387.95,2.76,1.4,3.87,-3.87,-1,BREAKEVEN,NO,382.79
1530,2025-05-07,10:45,11:50,SHORT,3384.48,3389.69,3384.18,3376.66,3384.18,5.21,0.73,3.83,0.22,0.06,BREAKEVEN,YES,383.01
1531,2025-05-07,11:50,12:20,LONG,3382.09,3376.71,3376.71,3390.16,3376.71,5.38,0.71,3.83,-3.83,-1,BREAKEVEN,NO,379.18
1532,2025-05-07,13:30,13:35,LONG,3389.92,3387.02,3390.22,3394.27,3390.22,2.9,1.31,3.79,0.39,0.1,BREAKEVEN,YES,379.57
1533,2025-05-07,14:15,15:10,SHORT,3386.48,3391.19,3391.19,3379.41,3391.19,4.71,0.81,3.8,-3.8,-1,BREAKEVEN,NO,375.78
1534,2025-05-07,15:30,16:20,SHORT,3389.24,3393.18,3388.89,3383.33,3383.33,3.94,0.95,3.76,5.64,1.5,BREAKEVEN,YES,381.41
1535,2025-05-07,16:20,16:45,LONG,3385.67,3380.06,3392.31,3394.09,3394.09,5.61,0.68,3.81,5.72,1.5,BREAKEVEN,YES,387.14
1536,2025-05-08,08:15,08:45,LONG,3376.48,3369.3,3369.3,3387.25,3369.3,7.18,0.54,3.87,-3.87,-1,BREAKEVEN,NO,383.26
1537,2025-05-08,09:05,09:10,LONG,3357.59,3353.22,3353.22,3364.15,3353.22,4.37,0.88,3.83,-3.83,-1,BREAKEVEN,NO,379.43
1538,2025-05-08,09:55,10:00,LONG,3329.92,3325.84,3330.22,3336.04,3330.22,4.08,0.93,3.79,0.28,0.07,BREAKEVEN,YES,379.71
1539,2025-05-08,10:40,10:50,LONG,3346.76,3343.57,3343.57,3351.55,3343.57,3.19,1.19,3.8,-3.8,-1,BREAKEVEN,NO,375.91
1540,2025-05-08,11:30,12:15,LONG,3339.63,3336.35,3340.94,3344.55,3340.94,3.28,1.15,3.76,1.5,0.4,BREAKEVEN,YES,377.42
1541,2025-05-08,12:20,12:30,LONG,3340.3,3337.43,3337.43,3344.61,3337.43,2.87,1.32,3.77,-3.77,-1,BREAKEVEN,NO,373.64
1542,2025-05-08,13:10,13:20,LONG,3338.83,3335.67,3340.1,3343.57,3343.57,3.16,1.18,3.74,5.6,1.5,BREAKEVEN,YES,379.25
1543,2025-05-08,14:05,14:15,SHORT,3339.95,3343.07,3343.07,3335.27,3343.07,3.12,1.22,3.79,-3.79,-1,BREAKEVEN,NO,375.45
1544,2025-05-08,15:00,15:15,LONG,3345.97,3341.75,3346.52,3352.3,3352.3,4.22,0.89,3.75,5.63,1.5,BREAKEVEN,YES,381.08
1545,2025-05-08,15:45,15:50,LONG,3351.9,3348.32,3348.32,3357.27,3348.32,3.58,1.06,3.81,-3.81,-1,BREAKEVEN,NO,377.27
1546,2025-05-08,16:35,16:50,SHORT,3364.91,3370.78,3364.61,3356.1,3364.61,5.87,0.64,3.77,0.19,0.05,BREAKEVEN,YES,377.47
1547,2025-05-09,08:00,08:10,SHORT,3325.22,3329.84,3329.84,3318.29,3329.84,4.62,0.82,3.77,-3.77,-1,BREAKEVEN,NO,373.69
1548,2025-05-09,09:05,09:20,LONG,3322.26,3318.55,3318.55,3327.83,3318.55,3.71,1.01,3.74,-3.74,-1,BREAKEVEN,NO,369.96
1549,2025-05-09,09:55,10:00,SHORT,3325.31,3328.25,3328.25,3320.9,3328.25,2.94,1.26,3.7,-3.7,-1,BREAKEVEN,NO,366.26
1550,2025-05-09,11:05,12:00,LONG,3323.02,3318.87,3326.08,3329.24,3326.08,4.15,0.88,3.66,2.7,0.74,BREAKEVEN,YES,368.96
1551,2025-05-09,12:05,12:10,SHORT,3325.89,3328.41,3328.41,3322.11,3328.41,2.52,1.46,3.69,-3.69,-1,BREAKEVEN,NO,365.27
1552,2025-05-09,13:30,14:00,SHORT,3323.61,3326.54,3326.54,3319.22,3326.54,2.93,1.25,3.65,-3.65,-1,BREAKEVEN,NO,361.61
1553,2025-05-09,14:20,14:25,SHORT,3329.17,3332.92,3332.92,3323.55,3332.92,3.75,0.96,3.62,-3.62,-1,BREAKEVEN,NO,358
1554,2025-05-09,15:05,15:35,LONG,3334.21,3329.49,3329.49,3341.29,3329.49,4.72,0.76,3.58,-3.58,-1,BREAKEVEN,NO,354.42
1555,2025-05-09,15:50,16:00,LONG,3331.92,3329.53,3332.22,3335.51,3335.51,2.39,1.48,3.54,5.32,1.5,BREAKEVEN,YES,359.73
1556,2025-05-12,08:40,09:00,LONG,3271.05,3267.04,3275.26,3277.07,3277.07,4.01,0.9,3.6,5.4,1.5,BREAKEVEN,YES,365.13
1557,2025-05-12,09:30,09:40,SHORT,3279.03,3282.05,3278.45,3274.5,3274.5,3.02,1.21,3.65,5.48,1.5,BREAKEVEN,YES,370.61
1558,2025-05-12,10:55,11:00,LONG,3222.72,3217.47,3223.02,3230.59,3223.02,5.25,0.71,3.71,0.21,0.06,BREAKEVEN,YES,370.82
1559,2025-05-12,11:40,12:00,LONG,3233.82,3229.49,3229.49,3240.32,3229.49,4.33,0.86,3.71,-3.71,-1,BREAKEVEN,NO,367.11
1560,2025-05-12,12:40,12:55,LONG,3221.92,3216.81,3216.81,3229.59,3216.81,5.11,0.72,3.67,-3.67,-1,BREAKEVEN,NO,363.44
1561,2025-05-12,13:40,14:00,LONG,3211.34,3207.14,3211.64,3217.64,3217.64,4.2,0.87,3.63,5.45,1.5,BREAKEVEN,YES,368.89
1562,2025-05-12,14:25,14:30,LONG,3220.99,3218.21,3218.21,3225.16,3218.21,2.78,1.33,3.69,-3.69,-1,BREAKEVEN,NO,365.2
